sample_id,status,num_nodes,num_edges
fa7dd7ce257901882b4a91f06414bb4e6555ee7d,ok,512,1796
b060e081c0d2731c62561cfa5267b3edbe0644e7,ok,277,960
c0df5d771320ae1e9b95852bc155463eaed78a27,ok,512,1802
0238a0477b8d750b7b214fd8c29acf1012231a70,ok,37,118
3e75a13617ad837b9249955fa57b5c5112da6df6,ok,14,42
7b1bfd424ccaec17b4f8d0cac0b747ccea75aa96,ok,512,1878
ae5e944d15084f56ee85248b13e7ef29b435a991,ok,33,106
0d1045c348c48f6512061e311409c29634d84d30,ok,512,1835
96bd7b1022cd3cfd4dba8d6831983930c06d58d5,ok,79,262
107b3b9e6c8d9e41f0ef0e3c2a5df4ce688b414a,ok,214,729
df63db9d58402518d88da1013140c915543d7577,ok,346,1250
85b02cae555112c38c9ff4960534bcd5acc2316b,ok,96,324
cda5fc5bced41b9a733830baac4223b30e5eb93c,ok,302,1073
9a71a729367a4eb078e7ce14d2462be04799d3ad,ok,446,1641
df22d274c2135684edd93966d6c9d5d68593c7de,ok,512,1866
7ab088b338687578fc7b633726737e9c8688debc,ok,209,742
c82441cd4f63a35a6ac1806d4a1fae01120a0aec,ok,188,678
2aeaf756b9d66f1c7c53ace8c1286e27624673c6,ok,461,1653
fb3fd0550943d42c9c05e8b614ad90e34dec2cc1,ok,512,1919
1882ddcd79e238aa9dc408d5c0b7e39c10f19826,ok,233,837
206b809ce19ea974a155d81633d6f294e19503e1,ok,512,1722
a451024f2dd737a32fd4779d7ba6d63da3550bfd,ok,14,40
b90c3b6a39d0a735370f9e416eb6457f81765c9e,ok,512,1843
cf59ae77947718504e8f811cc22fa02f24b63c46,ok,512,1778
4677b6b0816d8cbce3df73c7b812a4b1e4a3f9c8,ok,47,146
3420d8142dda935c81c48381b7dd977bf0dcdbf8,ok,512,1825
6a37f7e3714d2cd127255448a81eab5c1b9cf496,ok,304,1101
b580583dad74483c08d6c3f0065c429a4ec9dda8,ok,151,536
1d33649d726a4db59739ec5eda8dde5f22c2b940,ok,512,1874
8d3bbb43af09443262fef154b7251b12b1056d5b,ok,16,50
e6469f820bccfd28cb4364bd7fb821b3d833e2a6,ok,512,1740
123426a05754f96356de196d92c659f0a710499b,ok,254,886
288504210dcad30d9383d73853c38653af70d336,ok,35,110
4d4cad7d83a6dc01c52c3c3287a022939222c055,ok,512,1895
c58524af337a22980c32a089dd12ccc23258ac14,ok,512,1828
35cafa81e247859d1a0106d20107e3f959d7d226,ok,512,1831
123343aea52396553ca520af2b10176bba307d43,ok,512,1942
8eccdf2bf525f29c8b5227a0920582dadbe1369f,ok,185,596
aa4a36232f1daf2df1baaa73fa9de28310a24896,ok,512,1834
43262ed014cecdf6fd7e362513c570b5be6976c6,ok,185,651
d2f979d2eca4c80b70d14d97ab1c2024865b8f0b,ok,512,1818
d0619ac6c1dab595b38faec7b6375bfff5e5ffc8,ok,28,88
386c2bcc60313887a8517772e6ba6b8974145d54,ok,512,1752
f51286ec1ee4cbe5b983a1e94da6aeb9d5d4e62f,ok,203,696
0ab377f2617fd154bee7e6aac6bfe6fae52943ab,ok,396,1387
0f5b9455293f4fba316a43479c76b51573fdb858,ok,94,330
c8c2f204eb1ddee637c1137bf82a8295b5cf8f3f,ok,107,382
f4cbf8cc71fbc07a4e201ef899e454c10b615c3d,ok,512,1838
2a7b7ffdc1a398898cda3a78b4bf8e851c7823e9,ok,512,1845
0320b0d998f9c0f02b5d6c0e8a743db3700aff0b,ok,10,28
273d3d47d12cfbe6d4f4e516602cf96fe34d5b15,ok,512,1818
4f460719829c5683320f2f3fe15e38f3b48e3175,ok,512,1828
3dbf8f433d9bf183a888ac449e5ca238bcf5a6fe,ok,266,937
9812495ef263e6342d51ac5fea6606958fae0e6b,ok,512,1852
33476a4560fcda3a07529b41c907334feb632693,ok,77,256
4d7a7b4e41690628c429b102bfd474071e1f3af0,ok,172,598
ee6f9e099ba10461cc28820c36ff9e9789fa2482,ok,512,1838
2ed0fc8bc9567455b9d8baa5b8b2ce15ddd59b10,ok,512,1820
4165230c418e2b14d53362312457f89456c60e8c,ok,512,1863
ba568ca6efb3bcef2d5a41a887278ab9c3ed1649,ok,314,1090
b35b894d176bf849e849eda84d6eccd5509980b6,ok,356,1242
7f7f06433255a5117b5f39a194a72e0dc4a01bd8,ok,64,210
ccee122d2e9219891a829ae9fc0a0c4f5efe0420,ok,512,1856
b76af151c841c250b21464f08ef73bf59b5b3b3d,ok,512,1726
dffac3bc93f667ce8155209bc2e8816bdf1a3d2c,ok,512,1809
79f53b5771084e6acc91389ff2cc10df41cc9c11,ok,112,392
d603ee707e34a906da389ff214d59eeff3f89a43,ok,512,1850
1c6f48d533515e958c832a054bbd94417c6b4b86,ok,366,1308
a698633c7730eb57daa1deeb7b953de3d863be73,ok,512,1778
4d9e1fd32d45c39783c8f779c6010800442ff302,ok,512,1841
4d3ce43b185cc97156327b413dbcc938db886aa4,ok,480,1763
bc0930c07ec79ac6473ea67828fbbb5abcac72af,ok,399,1430
b1d508edfa305d70d40705c954b5102c83338ad9,ok,260,892
6344f014a48d3e70a80106c951716cae6cc950b4,ok,512,1886
01f60899988620911dad68ef1d39981ba9a7c273,ok,512,1850
82354ba5275a94e0961a552566315ad17e728dba,ok,512,1835
5a4081d3200164fb1f4abbcd8fbfe63728a189d2,ok,124,417
49fdbeea47bbbdf57da75907296f2d9b1a3a8c3f,ok,262,910
51e990a76adceb17fa13a0ca00f4c48a9d332bbc,ok,512,1835
7330f603540465cbe1a2112a39fd503232d18521,ok,309,1097
6aba26cf0e535ae4f84a2c66943d2127dc615e32,ok,114,402
5f15c4e626198dfc75bb0bb5f3b13cb67e0333d8,ok,293,1062
bf03e00c601982b45c739f629187dee3cbfbddff,ok,512,1830
dbacfdadfb09db967c1568bc1be79f9ed1d1ace6,ok,283,984
6a9a29f3126f7fa7474d62202035aa4582dd4f3a,ok,63,216
6d6c2f3f175364e6043b6caa6b496ec8431fbcd0,ok,230,785
1eeb8e99e945d218bea65d59d4ece22643740101,ok,165,582
ae2b7c95035fcb2dbfc71d68c020eaaec434d97a,ok,323,1162
5fb965cd4b5c9086626ee12c3cce5052c49865fd,ok,41,132
389ddfd70c5195c92c7dfcd6a640faf47dd47922,ok,226,793
2d36ca8598816c897b1a707807925d3940873afd,ok,512,1846
4fb9e6ffb3e44c8a3434e18cb32f83756a67751e,ok,279,1002
1c7cf77617710e5cc9147d99defb7cd7a78999fc,ok,60,196
ef4de2ba883613cdac178b9ee10d39b66472784a,ok,85,300
450a990b8663f3200e5470f6ae7fad9d0d7911e2,ok,186,633
2bed7c8d51503c89e93eda07785f1746dcf6ad45,ok,512,1804
ad163b8fab6e87c18ec6d16ef7603f147ebaf252,ok,332,1178
61887636005e30885f83dc90526783d136995301,ok,20,62
e0d3380fe18d360604caf138b32bcff408ed748f,ok,90,302
7db51e9056fe58f0291f6c6ccf155be499eadd24,ok,512,1817
bf74d400bc35578acc4a9ad15877b0b316e7271f,ok,114,400
ba979f4914811b985946559c460ba651f5636b7d,ok,512,1834
e9395d74e82a2b3f3ad6d4838ca83d0a51c76f97,ok,512,1874
55a3fea28cee3de711595d725c8a28386b7d2a2e,ok,19,56
7eaf16a7697a44c43ccb869879af603161903fad,ok,512,1806
698b653ea5d87f39ec362e59a16e8d4ce2b915dc,ok,51,168
9efd081ada4690dad58dc6460406e40e6d76799f,ok,73,242
9b615c50cb2a4a1fb62dbec1418d6a4c738135cc,ok,81,280
51e4109ad540e3939f5d8ce33a156e1a296e79ea,ok,42,140
6d6c41dc43c398c88005351737423ff26fe5e5e2,ok,126,439
9b8cd3f0971702103e723c6daf45346f19bab474,ok,82,284
62b94f03562ac59b675efc8c4d7516f5ba2e7ce2,ok,512,1825
f52387986d484c67a34e81cc50f0f67b798db9b2,ok,512,1704
dc0f6bf570c4c10608ba5e089b7c75a2826b3c57,ok,227,798
c9699c8f3c5d6c05022cd601d779cfe7a08f6f82,ok,512,1864
28266b366a12ba8d95d0f1af4841dcaed50e1e1d,ok,392,1421
cc47ff2db9d0908e3ec7fda10d5f179ba163f14a,ok,219,744
5c92bfde136ac5332de22cf3c10ebd8fb5d1a046,ok,34,106
d9539e099868d75a5f464f8643627495dd460e4f,ok,209,760
350517eaba6ea7b9e9b0f3a0b63bcf458e2a2cb4,ok,282,997
464d9d54442c72c8ac21e49078a29dd2579e6a71,ok,129,450
c4a61774530db83836dd972d35cf07093b39d082,ok,89,292
857c14fb756e6170671459d94b18d05569bc8e89,ok,169,598
dacacffadef8de796a96303e1d807eda4aff0230,ok,118,416
2a7f8233a3d6a4699bbdf57192f1a05972f25af0,ok,443,1578
